1	0.166666666666667
2	0.194444444444444
3	0.226851851851852
4	0.264660493827161
5	0.308770576131687
6	0.360232338820302
7	0.253604395290352
8	0.268094016727633
9	0.280368945441498
10	0.289288461039772
11	0.293393122241874
12	0.290830213260238
13	0.279263192333561
14	0.283539658507429
15	0.286113932137396
16	0.287071429920045
17	0.286701924733424
18	0.285586725148682
19	0.284712810463423
20	0.285621080151733
21	0.285967983759117
22	0.285943659029404
23	0.285755697214297
24	0.285597992627776
25	0.285599870540958
26	0.285747713887214
27	0.285768819509795
28	0.285735625468241
29	0.285700953208047
30	0.285691829207005
31	0.285707468636877
32	0.285725401652863
33	0.285721682947138
34	0.285713826853362
35	0.285710193750882
36	0.285711733841354
37	0.285715051280413
38	0.285716315054335
39	0.285714800621247
40	0.285713653566932
41	0.285713624685861
42	0.285714196508357
43	0.285714606952858
44	0.285714532898265
45	0.285714235872253
46	0.285714141747421
47	0.285714223110836
48	0.285714322848332
49	0.285714343904994
50	0.285714300063683
51	0.28571426125792
52	0.285714265488864
53	0.285714286112438
54	0.285714296612705
55	0.285714292240101
56	0.285714283629285
57	0.285714280890219
58	0.285714284162269
59	0.285714287274503
60	0.28571428746818
61	0.285714285944093
62	0.285714284894758
63	0.28571428510567
64	0.285714285808246
65	0.285714286082575
66	0.28571428588392
67	0.285714285619877
68	0.285714285565841
69	0.285714285677688
70	0.285714285773025
71	0.285714285767155
72	0.285714285714584
73	0.285714285686362
74	0.285714285697442
75	0.285714285719376
76	0.285714285726324
77	0.28571428571854
78	0.285714285710438
79	0.285714285709747
80	0.285714285713645
81	0.285714285716345
82	0.28571428571584
83	0.285714285714093
84	0.285714285713351
85	0.285714285713837
86	0.285714285714518
87	0.285714285714664
88	0.285714285714384
89	0.285714285714141
90	0.285714285714149
91	0.285714285714282
92	0.285714285714356
93	0.285714285714329
94	0.285714285714274
95	0.285714285714255
96	0.285714285714274
97	0.285714285714295
98	0.285714285714297
99	0.285714285714288
100	0.285714285714281
101	0.238095238095235
102	0.190476190476192
103	0.142857142857147
104	0.0952380952380975
105	0.0476190476190479
